ticket_id,customer_id,complaint_category,complaint_date,severity
TICKET005948,CUST017033,Unauthorized Transaction,2025-03-13,8
TICKET005949,CUST096450,Unauthorized Transaction,2024-11-02,4
TICKET005950,CUST045720,Unauthorized Transaction,2024-08-07,10
TICKET005951,CUST061238,Account Locked,2024-07-09,5
TICKET005952,CUST004046,Mobile App Issues,2024-12-07,8
TICKET005953,CUST015155,Card Not Working,2024-10-12,10
TICKET005954,CUST088013,Mobile App Issues,2025-01-29,3
TICKET005955,CUST029440,KYC Verification Delay,2024-10-11,1
TICKET005956,CUST013627,ATM Withdrawal Failed,2024-05-11,2
TICKET005957,CUST077432,Delayed Refund,2025-01-11,1
TICKET005958,CUST057467,Delayed Refund,2025-04-16,2
TICKET005959,CUST059536,Mobile App Issues,2024-12-31,8
TICKET005960,CUST037838,Account Locked,2024-12-07,8
TICKET005961,CUST026440,Delayed Refund,2025-04-19,5
TICKET005962,CUST024677,Poor Customer Service,2024-08-23,10
TICKET005963,CUST024157,Mobile App Issues,2024-11-21,9
TICKET005964,CUST072013,Unauthorized Transaction,2024-11-29,4
TICKET005965,CUST041599,ATM Withdrawal Failed,2025-04-13,2
TICKET005966,CUST078592,Poor Customer Service,2025-04-14,9
TICKET005967,CUST039244,Poor Customer Service,2024-09-23,10
TICKET005968,CUST046383,Mobile App Issues,2025-01-12,8
TICKET005969,CUST085033,Incorrect Charges,2024-11-04,8
TICKET005970,CUST065190,Loan Application Rejected,2024-05-16,5
TICKET005971,CUST018319,ATM Withdrawal Failed,2024-10-06,1
TICKET005972,CUST051542,Mobile App Issues,2025-03-26,8
TICKET005973,CUST009001,Card Not Working,2025-04-25,2
TICKET005974,CUST056727,Card Not Working,2024-06-27,1
TICKET005975,CUST008157,Loan Application Rejected,2024-08-26,3
TICKET005976,CUST065588,Incorrect Charges,2024-12-21,5
TICKET005977,CUST046167,Account Locked,2025-05-01,5
TICKET005978,CUST096997,Poor Customer Service,2025-04-10,8
TICKET005979,CUST053277,KYC Verification Delay,2025-02-12,0
TICKET005980,CUST071566,KYC Verification Delay,2024-05-10,9
TICKET005981,CUST043968,Mobile App Issues,2024-08-03,8
TICKET005982,CUST086831,Mobile App Issues,2025-02-04,0
TICKET005983,CUST084239,Unauthorized Transaction,2024-12-29,6
TICKET005984,CUST041550,Unauthorized Transaction,2025-01-24,0
TICKET005985,CUST031509,Loan Application Rejected,2024-05-15,1
TICKET005986,CUST016923,Incorrect Charges,2025-04-27,9
TICKET005987,CUST081332,Mobile App Issues,2024-06-27,2
TICKET005988,CUST090449,Delayed Refund,2024-12-07,4
TICKET005989,CUST046286,Unauthorized Transaction,2024-12-29,9
TICKET005990,CUST009840,Loan Application Rejected,2024-08-10,8
TICKET005991,CUST074894,Incorrect Charges,2025-04-01,9
TICKET005992,CUST077749,KYC Verification Delay,2024-12-06,1
TICKET005993,CUST014551,Account Locked,2024-11-03,9
TICKET005994,CUST073935,Mobile App Issues,2025-04-27,7
TICKET005995,CUST004818,Poor Customer Service,2024-06-12,4
TICKET005996,CUST035438,Unauthorized Transaction,2024-07-24,10
TICKET005997,CUST007501,Delayed Refund,2024-12-19,1
TICKET005998,CUST067383,Loan Application Rejected,2024-10-16,7
TICKET005999,CUST069870,Loan Application Rejected,2024-05-10,10
TICKET006000,CUST071604,Delayed Refund,2024-12-23,5
TICKET006001,CUST034016,Incorrect Charges,2025-01-08,8
TICKET006002,CUST081929,Loan Application Rejected,2024-11-08,6
TICKET006003,CUST095287,Poor Customer Service,2025-04-03,8
TICKET006004,CUST020213,Poor Customer Service,2024-10-12,5
TICKET006005,CUST086821,Card Not Working,2024-12-02,8
TICKET006006,CUST037940,Account Locked,2024-10-03,1
TICKET006007,CUST043373,Account Locked,2025-02-17,4
TICKET006008,CUST020221,Mobile App Issues,2024-10-09,8
TICKET006009,CUST081617,Poor Customer Service,2024-09-27,8
TICKET006010,CUST051983,KYC Verification Delay,2024-05-21,2
TICKET006011,CUST022481,Delayed Refund,2025-02-28,4
TICKET006012,CUST074842,Unauthorized Transaction,2024-09-26,9
TICKET006013,CUST013013,Mobile App Issues,2024-05-30,2
TICKET006014,CUST076103,Loan Application Rejected,2024-08-06,10
TICKET006015,CUST099026,Account Locked,2024-06-08,7
TICKET006016,CUST015238,Mobile App Issues,2024-12-01,5
TICKET006017,CUST066882,ATM Withdrawal Failed,2025-01-22,2
TICKET006018,CUST050977,Card Not Working,2024-09-29,0
TICKET006019,CUST031604,Delayed Refund,2024-08-14,4
TICKET006020,CUST050407,Mobile App Issues,2024-12-13,7
TICKET006021,CUST092620,Account Locked,2025-01-18,7
TICKET006022,CUST045201,ATM Withdrawal Failed,2025-04-02,7
TICKET006023,CUST067988,KYC Verification Delay,2024-11-03,5
TICKET006024,CUST036663,Delayed Refund,2024-08-23,7
TICKET006025,CUST043306,Card Not Working,2024-09-10,1
TICKET006026,CUST069795,ATM Withdrawal Failed,2025-04-25,1
TICKET006027,CUST053402,Card Not Working,2024-10-04,10
TICKET006028,CUST078088,Unauthorized Transaction,2024-09-29,7
TICKET006029,CUST034508,Account Locked,2025-05-03,8
TICKET006030,CUST022836,Loan Application Rejected,2024-10-02,7
TICKET006031,CUST058149,ATM Withdrawal Failed,2024-10-03,10
TICKET006032,CUST016007,Account Locked,2024-10-17,7
TICKET006033,CUST047977,ATM Withdrawal Failed,2025-02-23,7
TICKET006034,CUST023457,Mobile App Issues,2024-09-17,8
TICKET006035,CUST083005,Poor Customer Service,2025-04-21,10
TICKET006036,CUST050326,Poor Customer Service,2024-11-09,0
TICKET006037,CUST039735,Delayed Refund,2024-12-18,6
TICKET006038,CUST024137,Unauthorized Transaction,2025-01-19,10
TICKET006039,CUST059598,Incorrect Charges,2025-02-25,9
TICKET006040,CUST022140,Loan Application Rejected,2025-01-01,2
TICKET006041,CUST026757,Unauthorized Transaction,2025-04-15,9
TICKET006042,CUST051917,Incorrect Charges,2025-02-09,1
TICKET006043,CUST092386,Account Locked,2024-11-13,7
TICKET006044,CUST004663,Incorrect Charges,2024-11-29,8
TICKET006045,CUST069695,Delayed Refund,2024-10-06,5
TICKET006046,CUST001838,ATM Withdrawal Failed,2024-09-13,9
TICKET006047,CUST091752,ATM Withdrawal Failed,2025-01-05,5
TICKET006048,CUST056042,Mobile App Issues,2024-09-09,5
TICKET006049,CUST001195,Incorrect Charges,2025-02-18,8
TICKET006050,CUST065529,Unauthorized Transaction,2025-04-28,8
TICKET006051,CUST016793,Incorrect Charges,2024-06-10,3
TICKET006052,CUST006862,Mobile App Issues,2024-09-06,7
TICKET006053,CUST051829,Loan Application Rejected,2024-11-10,4
TICKET006054,CUST049147,Poor Customer Service,2024-09-09,9
TICKET006055,CUST007901,Unauthorized Transaction,2025-02-11,6
TICKET006056,CUST090772,Unauthorized Transaction,2025-02-03,2
TICKET006057,CUST039845,KYC Verification Delay,2024-10-14,6
TICKET006058,CUST084589,Loan Application Rejected,2024-06-26,7
TICKET006059,CUST045573,Unauthorized Transaction,2025-03-14,4
TICKET006060,CUST097867,Account Locked,2025-02-15,9
TICKET006061,CUST090836,Unauthorized Transaction,2024-08-16,5
TICKET006062,CUST097194,Loan Application Rejected,2024-08-07,0
TICKET006063,CUST047878,Mobile App Issues,2024-07-08,4
TICKET006064,CUST043481,Loan Application Rejected,2024-11-01,6
TICKET006065,CUST046775,Incorrect Charges,2024-11-16,8
TICKET006066,CUST059700,Mobile App Issues,2024-08-19,7
TICKET006067,CUST086424,Unauthorized Transaction,2024-08-26,0
TICKET006068,CUST069713,Poor Customer Service,2024-07-31,7
TICKET006069,CUST050697,Loan Application Rejected,2024-10-12,1
TICKET006070,CUST064022,Incorrect Charges,2024-09-27,5
TICKET006071,CUST075465,KYC Verification Delay,2024-11-06,6
TICKET006072,CUST024000,Mobile App Issues,2025-02-21,5
TICKET006073,CUST022093,Unauthorized Transaction,2025-03-18,8
TICKET006074,CUST063708,Card Not Working,2025-05-02,8
TICKET006075,CUST084349,KYC Verification Delay,2024-11-06,3
TICKET006076,CUST070686,Delayed Refund,2024-12-13,2
TICKET006077,CUST060172,ATM Withdrawal Failed,2025-04-16,6
TICKET006078,CUST080384,Loan Application Rejected,2024-10-11,4
TICKET006079,CUST009459,Loan Application Rejected,2024-07-20,6
TICKET006080,CUST020712,ATM Withdrawal Failed,2024-05-29,8
TICKET006081,CUST082706,Loan Application Rejected,2024-11-10,9
TICKET006082,CUST051681,Card Not Working,2024-07-28,9
TICKET006083,CUST048085,Loan Application Rejected,2024-09-04,0
TICKET006084,CUST078569,Incorrect Charges,2025-02-04,9
TICKET006085,CUST045152,Account Locked,2024-10-16,4
TICKET006086,CUST095893,Loan Application Rejected,2024-09-17,7
TICKET006087,CUST053097,Poor Customer Service,2024-06-18,6
TICKET006088,CUST064347,Incorrect Charges,2025-02-03,2
TICKET006089,CUST054192,Loan Application Rejected,2024-06-25,9
TICKET006090,CUST046733,Poor Customer Service,2024-12-05,7
TICKET006091,CUST096736,Incorrect Charges,2025-04-05,1
TICKET006092,CUST022553,KYC Verification Delay,2025-05-06,3
TICKET006093,CUST032912,Incorrect Charges,2024-11-01,0
TICKET006094,CUST045121,Unauthorized Transaction,2024-09-14,2
TICKET006095,CUST029756,Loan Application Rejected,2024-08-13,8
TICKET006096,CUST063455,Mobile App Issues,2025-04-17,2
TICKET006097,CUST093139,KYC Verification Delay,2025-03-17,2
TICKET006098,CUST033105,Loan Application Rejected,2025-01-26,6
TICKET006099,CUST089557,ATM Withdrawal Failed,2024-05-31,1
TICKET006100,CUST043202,KYC Verification Delay,2025-05-04,5
TICKET006101,CUST034758,Loan Application Rejected,2024-12-17,5
TICKET006102,CUST055182,Account Locked,2024-09-18,3
TICKET006103,CUST046185,Mobile App Issues,2024-08-14,4
TICKET006104,CUST018410,KYC Verification Delay,2024-08-23,0
TICKET006105,CUST083858,Card Not Working,2024-12-20,8
TICKET006106,CUST026654,Mobile App Issues,2024-06-08,5
TICKET006107,CUST030866,KYC Verification Delay,2024-09-11,0
TICKET006108,CUST023993,KYC Verification Delay,2024-07-18,5
TICKET006109,CUST011403,Card Not Working,2024-09-23,0
TICKET006110,CUST005632,Delayed Refund,2025-01-24,0
TICKET006111,CUST021838,Incorrect Charges,2024-06-22,9
TICKET006112,CUST008876,Poor Customer Service,2024-08-27,5
TICKET006113,CUST058250,Account Locked,2024-10-28,10
TICKET006114,CUST036507,KYC Verification Delay,2024-12-29,5
TICKET006115,CUST014418,KYC Verification Delay,2024-10-11,9
TICKET006116,CUST059924,KYC Verification Delay,2025-03-02,7
TICKET006117,CUST034620,ATM Withdrawal Failed,2024-12-08,6
TICKET006118,CUST065061,Unauthorized Transaction,2024-11-13,5
TICKET006119,CUST015706,Card Not Working,2024-08-21,3
TICKET006120,CUST091018,Incorrect Charges,2025-01-03,6
TICKET006121,CUST067659,Account Locked,2024-07-27,2
TICKET006122,CUST092608,Delayed Refund,2024-10-28,8
TICKET006123,CUST061327,Loan Application Rejected,2025-02-11,5
TICKET006124,CUST037732,ATM Withdrawal Failed,2024-12-30,8
TICKET006125,CUST074647,KYC Verification Delay,2024-08-05,3
TICKET006126,CUST022448,Mobile App Issues,2024-07-08,2
TICKET006127,CUST063486,ATM Withdrawal Failed,2024-08-02,7
TICKET006128,CUST078612,Loan Application Rejected,2024-07-10,1
TICKET006129,CUST051402,ATM Withdrawal Failed,2024-05-09,10
TICKET006130,CUST026214,Poor Customer Service,2025-05-08,2
TICKET006131,CUST056132,ATM Withdrawal Failed,2025-03-18,3
TICKET006132,CUST013057,ATM Withdrawal Failed,2024-08-01,0
TICKET006133,CUST079877,Delayed Refund,2024-12-14,5
TICKET006134,CUST061803,Card Not Working,2024-12-04,6
TICKET006135,CUST074010,Unauthorized Transaction,2024-07-09,9
TICKET006136,CUST017362,Mobile App Issues,2025-02-27,4
TICKET006137,CUST001560,ATM Withdrawal Failed,2025-01-16,4
TICKET006138,CUST051049,ATM Withdrawal Failed,2024-12-08,6
TICKET006139,CUST064386,Account Locked,2025-01-11,6
TICKET006140,CUST033639,Mobile App Issues,2025-01-16,3
TICKET006141,CUST012727,Incorrect Charges,2024-07-23,10
TICKET006142,CUST005483,Mobile App Issues,2024-07-29,5
TICKET006143,CUST079836,Mobile App Issues,2024-09-01,6
TICKET006144,CUST024777,Unauthorized Transaction,2025-02-06,7
TICKET006145,CUST062840,Account Locked,2024-12-18,9
TICKET006146,CUST066035,KYC Verification Delay,2024-05-25,9
TICKET006147,CUST017623,Mobile App Issues,2024-06-18,0
TICKET006148,CUST017983,Incorrect Charges,2024-11-11,10
TICKET006149,CUST037025,Card Not Working,2025-01-09,3
TICKET006150,CUST018824,Unauthorized Transaction,2024-12-28,5
TICKET006151,CUST088517,Mobile App Issues,2024-05-21,4
TICKET006152,CUST035666,Loan Application Rejected,2025-04-25,6
TICKET006153,CUST044604,Unauthorized Transaction,2025-05-08,5
TICKET006154,CUST008861,Mobile App Issues,2024-09-28,5
TICKET006155,CUST000622,Account Locked,2024-12-12,3
TICKET006156,CUST023837,Mobile App Issues,2024-10-27,9
TICKET006157,CUST011349,Poor Customer Service,2025-04-30,4
TICKET006158,CUST025019,Loan Application Rejected,2024-06-27,3
TICKET006159,CUST086518,Mobile App Issues,2024-07-21,6
TICKET006160,CUST006469,Account Locked,2024-11-28,0
TICKET006161,CUST053354,Mobile App Issues,2024-10-27,1
TICKET006162,CUST056443,ATM Withdrawal Failed,2024-12-22,4
TICKET006163,CUST071383,Incorrect Charges,2024-09-19,9
TICKET006164,CUST060337,Card Not Working,2025-02-13,0
TICKET006165,CUST086772,Unauthorized Transaction,2025-04-21,10
TICKET006166,CUST040399,Unauthorized Transaction,2024-10-19,7
TICKET006167,CUST080776,KYC Verification Delay,2024-08-18,8
TICKET006168,CUST012680,Loan Application Rejected,2024-12-10,7
TICKET006169,CUST059419,Poor Customer Service,2024-10-16,6
TICKET006170,CUST034766,Poor Customer Service,2024-09-27,5
TICKET006171,CUST058269,Mobile App Issues,2024-05-08,8
TICKET006172,CUST021386,Account Locked,2024-11-06,9
TICKET006173,CUST002627,Card Not Working,2025-01-06,2
TICKET006174,CUST011550,Poor Customer Service,2024-05-09,1
TICKET006175,CUST089490,KYC Verification Delay,2024-05-30,0
TICKET006176,CUST063699,Unauthorized Transaction,2024-06-13,3
TICKET006177,CUST066239,ATM Withdrawal Failed,2024-10-02,1
TICKET006178,CUST076628,Poor Customer Service,2025-04-21,8
TICKET006179,CUST096530,Poor Customer Service,2024-11-17,5
TICKET006180,CUST011157,Account Locked,2024-08-06,1
TICKET006181,CUST006130,Account Locked,2024-11-26,8
TICKET006182,CUST031571,Account Locked,2025-01-04,2
TICKET006183,CUST007753,Unauthorized Transaction,2024-06-07,6
TICKET006184,CUST032660,Unauthorized Transaction,2024-12-04,4
TICKET006185,CUST034297,Delayed Refund,2024-06-21,8
TICKET006186,CUST062807,Mobile App Issues,2024-12-16,5
TICKET006187,CUST090586,Incorrect Charges,2024-09-28,10
TICKET006188,CUST051327,Card Not Working,2024-07-10,0
TICKET006189,CUST093845,Loan Application Rejected,2024-06-23,2
TICKET006190,CUST039546,Poor Customer Service,2024-12-07,10
TICKET006191,CUST013983,Delayed Refund,2024-07-21,1
TICKET006192,CUST091416,Unauthorized Transaction,2024-05-26,0
TICKET006193,CUST047256,Loan Application Rejected,2024-11-23,2
TICKET006194,CUST010740,Poor Customer Service,2025-02-12,6
TICKET006195,CUST010262,Loan Application Rejected,2025-01-29,5
TICKET006196,CUST032075,Delayed Refund,2024-12-06,2
TICKET006197,CUST000363,Incorrect Charges,2025-03-04,8
TICKET006198,CUST091290,Mobile App Issues,2025-03-25,8
TICKET006199,CUST006617,ATM Withdrawal Failed,2024-11-01,6
TICKET006200,CUST029861,KYC Verification Delay,2024-06-04,9
TICKET006201,CUST074878,ATM Withdrawal Failed,2025-01-13,0
TICKET006202,CUST031913,Incorrect Charges,2024-12-24,10
TICKET006203,CUST016278,ATM Withdrawal Failed,2025-01-17,9
TICKET006204,CUST075536,KYC Verification Delay,2024-09-03,9
TICKET006205,CUST047749,KYC Verification Delay,2025-01-05,6
TICKET006206,CUST022930,Card Not Working,2025-02-16,9
TICKET006207,CUST097093,Loan Application Rejected,2024-09-16,1
TICKET006208,CUST037362,Card Not Working,2024-08-13,7
TICKET006209,CUST024885,Incorrect Charges,2024-06-08,1
TICKET006210,CUST033001,ATM Withdrawal Failed,2025-02-06,8
TICKET006211,CUST021959,Poor Customer Service,2024-12-19,2
TICKET006212,CUST060499,Delayed Refund,2025-02-03,9
TICKET006213,CUST007785,KYC Verification Delay,2024-09-19,10
TICKET006214,CUST010188,ATM Withdrawal Failed,2025-02-21,7
TICKET006215,CUST057616,Loan Application Rejected,2024-08-10,5
TICKET006216,CUST008887,KYC Verification Delay,2024-11-30,1
TICKET006217,CUST090499,Delayed Refund,2024-10-27,10
TICKET006218,CUST052199,ATM Withdrawal Failed,2024-11-18,0
TICKET006219,CUST059666,Unauthorized Transaction,2024-09-08,2
TICKET006220,CUST084681,Mobile App Issues,2025-03-15,3
TICKET006221,CUST083417,Loan Application Rejected,2025-01-10,0
TICKET006222,CUST097339,KYC Verification Delay,2025-04-24,4
TICKET006223,CUST068741,Mobile App Issues,2024-08-17,1
TICKET006224,CUST008997,KYC Verification Delay,2024-08-13,8
TICKET006225,CUST051222,Poor Customer Service,2024-08-19,1
TICKET006226,CUST012028,KYC Verification Delay,2024-09-19,6
TICKET006227,CUST086535,Card Not Working,2024-07-01,6
TICKET006228,CUST085624,Incorrect Charges,2024-06-06,9
TICKET006229,CUST097463,Delayed Refund,2024-07-09,2
TICKET006230,CUST021320,ATM Withdrawal Failed,2025-03-20,4
TICKET006231,CUST025518,Card Not Working,2025-04-09,3
TICKET006232,CUST030177,ATM Withdrawal Failed,2024-06-24,3
TICKET006233,CUST090751,Loan Application Rejected,2025-01-26,9
TICKET006234,CUST023778,Unauthorized Transaction,2024-08-19,7
TICKET006235,CUST066222,Loan Application Rejected,2024-10-13,6
TICKET006236,CUST062551,Incorrect Charges,2025-03-03,7
TICKET006237,CUST078856,Unauthorized Transaction,2024-12-18,9
TICKET006238,CUST028305,Incorrect Charges,2025-02-14,4
TICKET006239,CUST043749,Incorrect Charges,2025-02-19,2
TICKET006240,CUST068587,Poor Customer Service,2024-10-14,1
TICKET006241,CUST044491,Incorrect Charges,2025-02-15,7
TICKET006242,CUST084311,KYC Verification Delay,2024-12-29,10
TICKET006243,CUST016770,Card Not Working,2024-06-22,0
TICKET006244,CUST004836,Account Locked,2024-10-28,1
TICKET006245,CUST042848,Mobile App Issues,2024-09-20,9
TICKET006246,CUST088077,ATM Withdrawal Failed,2025-03-05,0
TICKET006247,CUST008578,Delayed Refund,2024-10-31,2
TICKET006248,CUST090577,Delayed Refund,2025-01-08,6
TICKET006249,CUST090747,Account Locked,2024-07-20,7
TICKET006250,CUST048668,Mobile App Issues,2025-03-06,10
TICKET006251,CUST057792,Unauthorized Transaction,2024-07-25,10
TICKET006252,CUST034793,Account Locked,2024-11-12,9
TICKET006253,CUST081700,Card Not Working,2024-08-10,3
TICKET006254,CUST063521,Poor Customer Service,2025-03-29,3
TICKET006255,CUST025394,Card Not Working,2024-07-26,9
TICKET006256,CUST043504,Loan Application Rejected,2025-02-26,0
TICKET006257,CUST073995,Mobile App Issues,2024-08-21,2
TICKET006258,CUST017209,KYC Verification Delay,2024-09-17,5
TICKET006259,CUST058140,Delayed Refund,2024-10-28,7
TICKET006260,CUST070698,Unauthorized Transaction,2024-06-14,2
TICKET006261,CUST036246,Unauthorized Transaction,2024-08-08,1
TICKET006262,CUST057863,Mobile App Issues,2025-04-02,7
TICKET006263,CUST083305,Card Not Working,2024-08-18,9
TICKET006264,CUST067014,ATM Withdrawal Failed,2024-08-26,4
TICKET006265,CUST001427,Unauthorized Transaction,2024-07-16,4
TICKET006266,CUST095947,Incorrect Charges,2024-11-13,4
TICKET006267,CUST001399,Delayed Refund,2024-07-26,0
TICKET006268,CUST094937,Unauthorized Transaction,2024-11-02,6
TICKET006269,CUST075341,Incorrect Charges,2024-09-18,0
TICKET006270,CUST093538,Incorrect Charges,2024-06-08,0
TICKET006271,CUST048826,ATM Withdrawal Failed,2024-10-01,5
TICKET006272,CUST045853,Poor Customer Service,2025-02-08,2
TICKET006273,CUST052709,Mobile App Issues,2024-11-18,7
TICKET006274,CUST081389,Delayed Refund,2024-09-03,5
TICKET006275,CUST095039,Incorrect Charges,2025-03-05,2
TICKET006276,CUST021018,ATM Withdrawal Failed,2024-07-02,1
TICKET006277,CUST056671,Loan Application Rejected,2024-08-20,4
TICKET006278,CUST007904,Incorrect Charges,2024-06-11,4
TICKET006279,CUST009773,Card Not Working,2024-05-23,5
TICKET006280,CUST077738,Delayed Refund,2024-08-13,2
TICKET006281,CUST067568,Mobile App Issues,2024-10-13,9
TICKET006282,CUST054233,Card Not Working,2025-05-08,9
TICKET006283,CUST079875,Poor Customer Service,2025-03-03,7
TICKET006284,CUST005611,Loan Application Rejected,2024-06-08,1
TICKET006285,CUST069314,Unauthorized Transaction,2024-07-15,7
TICKET006286,CUST032637,Delayed Refund,2025-02-07,1
TICKET006287,CUST033778,Unauthorized Transaction,2025-04-02,10
TICKET006288,CUST097573,KYC Verification Delay,2025-01-07,6
TICKET006289,CUST070306,Account Locked,2025-01-01,10
TICKET006290,CUST093975,Mobile App Issues,2024-05-22,10
TICKET006291,CUST005970,Unauthorized Transaction,2024-06-23,6
TICKET006292,CUST086730,Card Not Working,2024-11-09,5
TICKET006293,CUST007796,KYC Verification Delay,2024-06-17,9
TICKET006294,CUST080239,Incorrect Charges,2024-09-30,5
TICKET006295,CUST071019,Mobile App Issues,2024-08-13,2
TICKET006296,CUST045945,ATM Withdrawal Failed,2024-11-10,9
TICKET006297,CUST002888,Card Not Working,2024-08-30,7
TICKET006298,CUST011988,Loan Application Rejected,2025-03-06,5
TICKET006299,CUST044927,Delayed Refund,2025-02-22,5
TICKET006300,CUST097336,Card Not Working,2024-09-10,1
TICKET006301,CUST036782,ATM Withdrawal Failed,2024-10-01,6
TICKET006302,CUST010351,KYC Verification Delay,2024-11-28,0
TICKET006303,CUST060766,Unauthorized Transaction,2024-11-25,6
TICKET006304,CUST020803,Unauthorized Transaction,2025-04-26,0
TICKET006305,CUST045882,Mobile App Issues,2024-12-27,6
TICKET006306,CUST084316,Account Locked,2024-12-04,4
TICKET006307,CUST030943,Card Not Working,2025-03-20,10
TICKET006308,CUST079750,Mobile App Issues,2025-03-17,6
TICKET006309,CUST063437,Unauthorized Transaction,2024-05-12,7
TICKET006310,CUST047928,KYC Verification Delay,2025-04-03,9
TICKET006311,CUST007009,KYC Verification Delay,2024-10-02,2
TICKET006312,CUST010440,Account Locked,2024-05-27,5
TICKET006313,CUST024447,Mobile App Issues,2024-05-27,4
TICKET006314,CUST070060,Delayed Refund,2024-06-23,1
TICKET006315,CUST081375,KYC Verification Delay,2024-09-10,4
TICKET006316,CUST034072,Account Locked,2025-01-12,0
TICKET006317,CUST035105,Poor Customer Service,2024-05-15,6
TICKET006318,CUST028291,Loan Application Rejected,2024-09-28,8
TICKET006319,CUST073883,KYC Verification Delay,2024-10-23,10
TICKET006320,CUST025631,Poor Customer Service,2024-11-08,8
TICKET006321,CUST039742,Mobile App Issues,2024-12-23,4
TICKET006322,CUST058427,Loan Application Rejected,2025-04-15,2
TICKET006323,CUST099101,Unauthorized Transaction,2024-08-30,3
TICKET006324,CUST072665,Unauthorized Transaction,2025-02-06,10
TICKET006325,CUST043898,Unauthorized Transaction,2024-06-01,4
TICKET006326,CUST067515,Unauthorized Transaction,2024-05-11,3
TICKET006327,CUST067248,Account Locked,2025-01-14,4
TICKET006328,CUST083922,Delayed Refund,2024-07-06,1
TICKET006329,CUST094832,Poor Customer Service,2025-01-07,3
TICKET006330,CUST057738,Loan Application Rejected,2024-07-14,4
TICKET006331,CUST098040,ATM Withdrawal Failed,2024-05-14,10
TICKET006332,CUST044812,Card Not Working,2024-10-12,4
TICKET006333,CUST059960,Account Locked,2025-03-03,6
TICKET006334,CUST018708,Delayed Refund,2024-08-25,2
TICKET006335,CUST037023,Delayed Refund,2024-12-30,3
TICKET006336,CUST050960,Loan Application Rejected,2025-02-09,10
TICKET006337,CUST025996,Delayed Refund,2025-03-18,7
TICKET006338,CUST090001,Card Not Working,2024-11-01,8
TICKET006339,CUST024036,Mobile App Issues,2024-10-06,3
TICKET006340,CUST073002,Mobile App Issues,2024-09-14,7
TICKET006341,CUST063704,Incorrect Charges,2024-07-13,2
TICKET006342,CUST099811,Card Not Working,2024-12-12,10
TICKET006343,CUST015534,Unauthorized Transaction,2024-12-06,9
TICKET006344,CUST082603,Delayed Refund,2024-10-27,7
TICKET006345,CUST098568,KYC Verification Delay,2024-07-21,1
TICKET006346,CUST084193,Poor Customer Service,2024-07-24,6
TICKET006347,CUST013252,Card Not Working,2024-10-13,0
TICKET006348,CUST017578,Incorrect Charges,2024-06-17,5
TICKET006349,CUST078171,Poor Customer Service,2025-02-28,0
TICKET006350,CUST037424,Loan Application Rejected,2024-10-19,9
TICKET006351,CUST047272,Delayed Refund,2024-05-16,10
TICKET006352,CUST074758,Loan Application Rejected,2025-03-03,5
TICKET006353,CUST069869,KYC Verification Delay,2024-11-16,9
TICKET006354,CUST054693,Delayed Refund,2024-07-02,5
TICKET006355,CUST088430,Unauthorized Transaction,2024-09-04,10
TICKET006356,CUST075357,KYC Verification Delay,2024-06-07,10
TICKET006357,CUST031649,Account Locked,2024-08-18,6
TICKET006358,CUST092946,Incorrect Charges,2024-08-07,1
TICKET006359,CUST091048,Poor Customer Service,2025-03-27,3
TICKET006360,CUST010089,Mobile App Issues,2024-07-22,10
TICKET006361,CUST082946,Delayed Refund,2024-09-12,1
TICKET006362,CUST065361,Account Locked,2024-09-28,6
TICKET006363,CUST056243,Delayed Refund,2025-02-05,10
TICKET006364,CUST092219,Card Not Working,2024-09-16,10
TICKET006365,CUST011917,ATM Withdrawal Failed,2025-04-07,3
TICKET006366,CUST056726,Loan Application Rejected,2024-06-04,2
TICKET006367,CUST011102,ATM Withdrawal Failed,2024-11-01,3
TICKET006368,CUST082873,KYC Verification Delay,2025-04-08,5
TICKET006369,CUST094615,Card Not Working,2025-01-23,6
TICKET006370,CUST069550,KYC Verification Delay,2024-09-25,5
TICKET006371,CUST002532,Account Locked,2025-01-12,6
TICKET006372,CUST051379,Poor Customer Service,2024-08-29,6
TICKET006373,CUST008859,Unauthorized Transaction,2024-06-26,7
TICKET006374,CUST074052,Loan Application Rejected,2024-06-03,2
TICKET006375,CUST017765,Account Locked,2024-09-29,4
TICKET006376,CUST040976,Poor Customer Service,2025-01-22,0
TICKET006377,CUST031175,Mobile App Issues,2024-08-01,6
TICKET006378,CUST058141,Account Locked,2024-10-29,10
TICKET006379,CUST078238,Mobile App Issues,2024-12-20,4
TICKET006380,CUST071831,Delayed Refund,2024-09-26,10
TICKET006381,CUST008854,Poor Customer Service,2024-12-02,0
TICKET006382,CUST032361,Mobile App Issues,2024-12-14,2
TICKET006383,CUST074699,Account Locked,2025-01-05,2
TICKET006384,CUST074862,ATM Withdrawal Failed,2024-10-05,0
TICKET006385,CUST022101,Mobile App Issues,2024-08-17,0
TICKET006386,CUST043458,Loan Application Rejected,2025-04-30,1
TICKET006387,CUST040396,Loan Application Rejected,2025-03-14,0
TICKET006388,CUST098818,Card Not Working,2024-12-10,7
TICKET006389,CUST024743,Delayed Refund,2025-01-12,2
TICKET006390,CUST052338,ATM Withdrawal Failed,2025-04-15,0
TICKET006391,CUST061723,Account Locked,2025-02-14,0
TICKET006392,CUST021133,Loan Application Rejected,2024-11-08,10
TICKET006393,CUST024005,Mobile App Issues,2025-02-12,4
